Chemical,Monitor,"Date Time ",Reading
Methylosmolene,3,"2016/04/01 01:00:00","0,7795289999999999"
Chlorodinine,8,"2016/04/01 01:00:00","0,708372"
Appluimonia,7,"2016/04/01 01:00:00","0,63253"
Appluimonia,8,"2016/04/01 01:00:00","0,565845"
AGOC-3A,8,"2016/04/01 01:00:00","0,535"
Appluimonia,5,"2016/04/01 01:00:00","0,452317"
AGOC-3A,2,"2016/04/01 01:00:00","0,452257"
Methylosmolene,5,"2016/04/01 01:00:00","0,401722"
AGOC-3A,6,"2016/04/01 01:00:00","0,394667"
Methylosmolene,1,"2016/04/01 01:00:00","0,381961"
Chlorodinine,6,"2016/04/01 01:00:00","0,349223"
Chlorodinine,9,"2016/04/01 01:00:00","0,345217"
Chlorodinine,1,"2016/04/01 01:00:00","0,32512199999999997"
Chlorodinine,4,"2016/04/01 01:00:00","0,304023"
AGOC-3A,5,"2016/04/01 01:00:00","0,301439"
Methylosmolene,4,"2016/04/01 01:00:00","0,280295"
Methylosmolene,8,"2016/04/01 01:00:00","0,272105"
AGOC-3A,7,"2016/04/01 01:00:00","0,26115700000000003"
Methylosmolene,2,"2016/04/01 01:00:00","0,225031"
Methylosmolene,6,"2016/04/01 01:00:00","0,18997"
Methylosmolene,9,"2016/04/01 01:00:00","0,186488"
Appluimonia,6,"2016/04/01 01:00:00","0,168714"
Chlorodinine,5,"2016/04/01 01:00:00","0,16398200000000002"
Appluimonia,2,"2016/04/01 01:00:00","0,152105"
Appluimonia,9,"2016/04/01 01:00:00","0,131138"
Appluimonia,4,"2016/04/01 01:00:00","0,130407"
AGOC-3A,9,"2016/04/01 01:00:00","0,123042"
Chlorodinine,3,"2016/04/01 01:00:00","0,08426109999999999"
AGOC-3A,4,"2016/04/01 01:00:00","0,0827827"
Chlorodinine,2,"2016/04/01 01:00:00","0,0777142"
AGOC-3A,1,"2016/04/01 01:00:00","0,06560579999999999"
Appluimonia,1,"2016/04/01 01:00:00","0,009519070000000001"
AGOC-3A,3,"2016/04/01 02:00:00","2,39479"
Appluimonia,7,"2016/04/01 02:00:00","1,66118"
Methylosmolene,7,"2016/04/01 02:00:00","0,970838"
Chlorodinine,2,"2016/04/01 02:00:00","0,689016"
Appluimonia,2,"2016/04/01 02:00:00","0,6457350000000001"
Methylosmolene,9,"2016/04/01 02:00:00","0,6347459999999999"
Chlorodinine,7,"2016/04/01 02:00:00","0,6086349999999999"
AGOC-3A,2,"2016/04/01 02:00:00","0,509981"
Methylosmolene,6,"2016/04/01 02:00:00","0,47424499999999997"
AGOC-3A,8,"2016/04/01 02:00:00","0,43770899999999996"
Chlorodinine,4,"2016/04/01 02:00:00","0,43293600000000004"
Chlorodinine,3,"2016/04/01 02:00:00","0,428891"
Appluimonia,4,"2016/04/01 02:00:00","0,396515"
Chlorodinine,8,"2016/04/01 02:00:00","0,386579"
Appluimonia,6,"2016/04/01 02:00:00","0,381269"
Chlorodinine,6,"2016/04/01 02:00:00","0,36795599999999995"
Chlorodinine,1,"2016/04/01 02:00:00","0,32638999999999996"
AGOC-3A,6,"2016/04/01 02:00:00","0,318626"
Methylosmolene,8,"2016/04/01 02:00:00","0,24473599999999998"
Methylosmolene,3,"2016/04/01 02:00:00","0,23958"
Appluimonia,5,"2016/04/01 02:00:00","0,236313"
Appluimonia,3,"2016/04/01 02:00:00","0,20852900000000002"
AGOC-3A,5,"2016/04/01 02:00:00","0,20677099999999998"
AGOC-3A,1,"2016/04/01 02:00:00","0,20397"
Appluimonia,8,"2016/04/01 02:00:00","0,18844299999999997"
Chlorodinine,9,"2016/04/01 02:00:00","0,165901"
Appluimonia,1,"2016/04/01 02:00:00","0,09833489999999999"
Methylosmolene,2,"2016/04/01 02:00:00","0,0704396"
Chlorodinine,5,"2016/04/01 02:00:00","0,0659318"
AGOC-3A,9,"2016/04/01 02:00:00","0,0656916"
Methylosmolene,5,"2016/04/01 02:00:00","0,0511753"
Appluimonia,9,"2016/04/01 02:00:00","0,0430606"
AGOC-3A,4,"2016/04/01 02:00:00","0,038904799999999996"
Methylosmolene,1,"2016/04/01 02:00:00","0,0378444"
Methylosmolene,4,"2016/04/01 02:00:00","0,0347547"
AGOC-3A,7,"2016/04/01 02:00:00","0,0304364"
Methylosmolene,8,"2016/04/01 03:00:00","0,69419"
Chlorodinine,8,"2016/04/01 03:00:00","0,65151"
Appluimonia,2,"2016/04/01 03:00:00","0,596467"
AGOC-3A,6,"2016/04/01 03:00:00","0,5182"
Chlorodinine,9,"2016/04/01 03:00:00","0,5132300000000001"
Methylosmolene,9,"2016/04/01 03:00:00","0,486087"
Appluimonia,8,"2016/04/01 03:00:00","0,471165"
Appluimonia,6,"2016/04/01 03:00:00","0,45342"
Appluimonia,7,"2016/04/01 03:00:00","0,446928"
Methylosmolene,6,"2016/04/01 03:00:00","0,437154"
AGOC-3A,7,"2016/04/01 03:00:00","0,405114"
Appluimonia,9,"2016/04/01 03:00:00","0,378197"
Chlorodinine,3,"2016/04/01 03:00:00","0,376071"
Chlorodinine,6,"2016/04/01 03:00:00","0,36468199999999995"
AGOC-3A,8,"2016/04/01 03:00:00","0,363091"
Chlorodinine,1,"2016/04/01 03:00:00","0,357711"
Methylosmolene,1,"2016/04/01 03:00:00","0,35367200000000004"
Chlorodinine,4,"2016/04/01 03:00:00","0,321624"
Appluimonia,5,"2016/04/01 03:00:00","0,31967900000000005"
Methylosmolene,5,"2016/04/01 03:00:00","0,300778"
Appluimonia,1,"2016/04/01 03:00:00","0,28857499999999997"
AGOC-3A,2,"2016/04/01 03:00:00","0,280231"
Appluimonia,4,"2016/04/01 03:00:00","0,26598"
Appluimonia,3,"2016/04/01 03:00:00","0,26131"
Methylosmolene,4,"2016/04/01 03:00:00","0,246773"
AGOC-3A,5,"2016/04/01 03:00:00","0,24201399999999998"
AGOC-3A,9,"2016/04/01 03:00:00","0,198875"
AGOC-3A,4,"2016/04/01 03:00:00","0,15624000000000002"
Methylosmolene,2,"2016/04/01 03:00:00","0,124396"
AGOC-3A,1,"2016/04/01 03:00:00","0,0895294"
Methylosmolene,7,"2016/04/01 03:00:00","0,0808523"
Chlorodinine,2,"2016/04/01 03:00:00","0,0622761"
Chlorodinine,5,"2016/04/01 03:00:00","0,0587969"
AGOC-3A,3,"2016/04/01 03:00:00","0,0585907"
Methylosmolene,3,"2016/04/01 03:00:00","0,0347694"
Chlorodinine,7,"2016/04/01 03:00:00","0,014435199999999999"
Chlorodinine,3,"2016/04/01 04:00:00","1,1394"
Chlorodinine,7,"2016/04/01 04:00:00","1,03067"
AGOC-3A,7,"2016/04/01 04:00:00","0,8569709999999999"
Appluimonia,9,"2016/04/01 04:00:00","0,7341430000000001"
AGOC-3A,2,"2016/04/01 04:00:00","0,7149030000000001"
Methylosmolene,3,"2016/04/01 04:00:00","0,6679029999999999"
Methylosmolene,2,"2016/04/01 04:00:00","0,641762"
Appluimonia,3,"2016/04/01 04:00:00","0,636766"
AGOC-3A,1,"2016/04/01 04:00:00","0,618398"
AGOC-3A,8,"2016/04/01 04:00:00","0,523747"
AGOC-3A,3,"2016/04/01 04:00:00","0,51271"
AGOC-3A,6,"2016/04/01 04:00:00","0,4967"
Methylosmolene,5,"2016/04/01 04:00:00","0,476344"
Chlorodinine,6,"2016/04/01 04:00:00","0,40501099999999995"
Chlorodinine,4,"2016/04/01 04:00:00","0,390987"
AGOC-3A,4,"2016/04/01 04:00:00","0,375753"
AGOC-3A,5,"2016/04/01 04:00:00","0,371454"
Appluimonia,1,"2016/04/01 04:00:00","0,33195"
Chlorodinine,8,"2016/04/01 04:00:00","0,32061199999999995"
Methylosmolene,6,"2016/04/01 04:00:00","0,313513"
Methylosmolene,7,"2016/04/01 04:00:00","0,312161"
Chlorodinine,2,"2016/04/01 04:00:00","0,29991199999999996"
Methylosmolene,1,"2016/04/01 04:00:00","0,284877"
Methylosmolene,4,"2016/04/01 04:00:00","0,28192300000000003"
AGOC-3A,9,"2016/04/01 04:00:00","0,25342"
Appluimonia,5,"2016/04/01 04:00:00","0,24686799999999998"
Appluimonia,7,"2016/04/01 04:00:00","0,16892400000000002"
Appluimonia,2,"2016/04/01 04:00:00","0,146269"
Appluimonia,8,"2016/04/01 04:00:00","0,129247"
Chlorodinine,9,"2016/04/01 04:00:00","0,127112"
Appluimonia,4,"2016/04/01 04:00:00","0,11978799999999999"
Chlorodinine,1,"2016/04/01 04:00:00","0,117581"
Methylosmolene,8,"2016/04/01 04:00:00","0,08993689999999999"
Methylosmolene,9,"2016/04/01 04:00:00","0,0559182"
Chlorodinine,5,"2016/04/01 04:00:00","0,033643"
Appluimonia,6,"2016/04/01 04:00:00","0,029688299999999997"
Chlorodinine,3,"2016/04/01 05:00:00","2,79331"
AGOC-3A,8,"2016/04/01 05:00:00","1,0318399999999999"
Methylosmolene,1,"2016/04/01 05:00:00","0,989826"
Methylosmolene,3,"2016/04/01 05:00:00","0,916534"
AGOC-3A,3,"2016/04/01 05:00:00","0,69974"
Appluimonia,3,"2016/04/01 05:00:00","0,664029"
Chlorodinine,8,"2016/04/01 05:00:00","0,649797"
Chlorodinine,7,"2016/04/01 05:00:00","0,512425"
Chlorodinine,4,"2016/04/01 05:00:00","0,446033"
Appluimonia,8,"2016/04/01 05:00:00","0,42138400000000004"
Chlorodinine,9,"2016/04/01 05:00:00","0,37849299999999997"
Methylosmolene,9,"2016/04/01 05:00:00","0,36700699999999997"
Methylosmolene,6,"2016/04/01 05:00:00","0,36684000000000005"
AGOC-3A,1,"2016/04/01 05:00:00","0,294556"
Appluimonia,2,"2016/04/01 05:00:00","0,285482"
Methylosmolene,4,"2016/04/01 05:00:00","0,28065999999999997"
Appluimonia,4,"2016/04/01 05:00:00","0,271384"
Methylosmolene,5,"2016/04/01 05:00:00","0,259023"
Appluimonia,7,"2016/04/01 05:00:00","0,256853"
Appluimonia,9,"2016/04/01 05:00:00","0,253563"
AGOC-3A,2,"2016/04/01 05:00:00","0,25221699999999997"
AGOC-3A,5,"2016/04/01 05:00:00","0,23835299999999998"
AGOC-3A,6,"2016/04/01 05:00:00","0,209591"
Methylosmolene,7,"2016/04/01 05:00:00","0,19544799999999998"
Chlorodinine,5,"2016/04/01 05:00:00","0,16835899999999998"
Chlorodinine,6,"2016/04/01 05:00:00","0,148461"
Appluimonia,5,"2016/04/01 05:00:00","0,147356"
Chlorodinine,2,"2016/04/01 05:00:00","0,138576"
AGOC-3A,7,"2016/04/01 05:00:00","0,11640299999999999"
Chlorodinine,1,"2016/04/01 05:00:00","0,10826899999999999"
Appluimonia,6,"2016/04/01 05:00:00","0,051858800000000004"
Appluimonia,1,"2016/04/01 05:00:00","0,0388837"
AGOC-3A,9,"2016/04/01 05:00:00","0,0318543"
Methylosmolene,2,"2016/04/01 05:00:00","0,020315700000000003"
Methylosmolene,8,"2016/04/01 05:00:00","0,0062242600000000006"
AGOC-3A,4,"2016/04/01 05:00:00","0,00241546"
Chlorodinine,3,"2016/04/01 06:00:00","3,94462"
AGOC-3A,7,"2016/04/01 06:00:00","3,81396"
Methylosmolene,3,"2016/04/01 06:00:00","2,05302"
Appluimonia,7,"2016/04/01 06:00:00","0,969027"
Methylosmolene,7,"2016/04/01 06:00:00","0,940167"
AGOC-3A,3,"2016/04/01 06:00:00","0,822506"
Appluimonia,6,"2016/04/01 06:00:00","0,7852399999999999"
Chlorodinine,6,"2016/04/01 06:00:00","0,7349359999999999"
Chlorodinine,8,"2016/04/01 06:00:00","0,6811119999999999"
Appluimonia,2,"2016/04/01 06:00:00","0,6785249999999999"
Methylosmolene,8,"2016/04/01 06:00:00","0,673679"
Chlorodinine,9,"2016/04/01 06:00:00","0,590046"
Appluimonia,3,"2016/04/01 06:00:00","0,552638"
AGOC-3A,6,"2016/04/01 06:00:00","0,537672"
Chlorodinine,2,"2016/04/01 06:00:00","0,524311"
Methylosmolene,2,"2016/04/01 06:00:00","0,378806"
AGOC-3A,9,"2016/04/01 06:00:00","0,36175199999999996"
AGOC-3A,8,"2016/04/01 06:00:00","0,348775"
Methylosmolene,4,"2016/04/01 06:00:00","0,329487"
Chlorodinine,1,"2016/04/01 06:00:00","0,32178999999999996"
Methylosmolene,1,"2016/04/01 06:00:00","0,250966"
Chlorodinine,4,"2016/04/01 06:00:00","0,24913500000000002"
AGOC-3A,4,"2016/04/01 06:00:00","0,2396"
Appluimonia,8,"2016/04/01 06:00:00","0,225316"
AGOC-3A,1,"2016/04/01 06:00:00","0,21043099999999998"
AGOC-3A,2,"2016/04/01 06:00:00","0,171442"
Methylosmolene,5,"2016/04/01 06:00:00","0,16772299999999998"
Methylosmolene,9,"2016/04/01 06:00:00","0,14838500000000002"
Methylosmolene,6,"2016/04/01 06:00:00","0,126295"
Appluimonia,5,"2016/04/01 06:00:00","0,105537"
Appluimonia,4,"2016/04/01 06:00:00","0,104948"
Appluimonia,9,"2016/04/01 06:00:00","0,0848154"
AGOC-3A,5,"2016/04/01 06:00:00","0,0686394"
Chlorodinine,7,"2016/04/01 06:00:00","0,0627053"
Chlorodinine,5,"2016/04/01 06:00:00","0,0278427"
Appluimonia,1,"2016/04/01 06:00:00","0,0228912"
AGOC-3A,3,"2016/04/01 07:00:00","4,7865899999999995"
Chlorodinine,3,"2016/04/01 07:00:00","3,3515599999999997"
AGOC-3A,8,"2016/04/01 07:00:00","1,02109"
Chlorodinine,8,"2016/04/01 07:00:00","0,946475"
Appluimonia,6,"2016/04/01 07:00:00","0,874363"
Appluimonia,2,"2016/04/01 07:00:00","0,638567"
Methylosmolene,6,"2016/04/01 07:00:00","0,602402"
Chlorodinine,6,"2016/04/01 07:00:00","0,544958"
Chlorodinine,2,"2016/04/01 07:00:00","0,542413"
Methylosmolene,4,"2016/04/01 07:00:00","0,502477"
Appluimonia,3,"2016/04/01 07:00:00","0,452319"
AGOC-3A,7,"2016/04/01 07:00:00","0,426199"
Appluimonia,8,"2016/04/01 07:00:00","0,421081"
Appluimonia,7,"2016/04/01 07:00:00","0,386387"
Methylosmolene,5,"2016/04/01 07:00:00","0,38600199999999996"
Methylosmolene,3,"2016/04/01 07:00:00","0,37558899999999995"
Chlorodinine,5,"2016/04/01 07:00:00","0,343747"
Chlorodinine,7,"2016/04/01 07:00:00","0,33374899999999996"
AGOC-3A,1,"2016/04/01 07:00:00","0,271824"
Appluimonia,9,"2016/04/01 07:00:00","0,268262"
Methylosmolene,9,"2016/04/01 07:00:00","0,268067"
Methylosmolene,2,"2016/04/01 07:00:00","0,221445"
Chlorodinine,9,"2016/04/01 07:00:00","0,213374"
Chlorodinine,1,"2016/04/01 07:00:00","0,188189"
AGOC-3A,4,"2016/04/01 07:00:00","0,170572"
AGOC-3A,5,"2016/04/01 07:00:00","0,155064"
AGOC-3A,2,"2016/04/01 07:00:00","0,09588469999999999"
Methylosmolene,7,"2016/04/01 07:00:00","0,09295880000000001"
Appluimonia,5,"2016/04/01 07:00:00","0,089142"
Methylosmolene,1,"2016/04/01 07:00:00","0,072075"
Methylosmolene,8,"2016/04/01 07:00:00","0,0330591"
AGOC-3A,9,"2016/04/01 07:00:00","0,0320344"
Appluimonia,4,"2016/04/01 07:00:00","0,025392"
AGOC-3A,6,"2016/04/01 07:00:00","0,023119900000000002"
Chlorodinine,4,"2016/04/01 07:00:00","0,014218699999999999"
Appluimonia,1,"2016/04/01 07:00:00","0,0100301"
Chlorodinine,3,"2016/04/01 08:00:00","3,83947"
Appluimonia,3,"2016/04/01 08:00:00","2,10568"
AGOC-3A,3,"2016/04/01 08:00:00","1,61156"
Appluimonia,8,"2016/04/01 08:00:00","1,23009"
Methylosmolene,3,"2016/04/01 08:00:00","0,917269"
Appluimonia,6,"2016/04/01 08:00:00","0,69624"
Chlorodinine,6,"2016/04/01 08:00:00","0,690937"
Methylosmolene,2,"2016/04/01 08:00:00","0,5534910000000001"
AGOC-3A,6,"2016/04/01 08:00:00","0,545655"
Appluimonia,7,"2016/04/01 08:00:00","0,521752"
Chlorodinine,8,"2016/04/01 08:00:00","0,521053"
Appluimonia,2,"2016/04/01 08:00:00","0,47666400000000003"
AGOC-3A,7,"2016/04/01 08:00:00","0,451286"
Appluimonia,9,"2016/04/01 08:00:00","0,419446"
Chlorodinine,1,"2016/04/01 08:00:00","0,380071"
Appluimonia,1,"2016/04/01 08:00:00","0,366206"
Chlorodinine,2,"2016/04/01 08:00:00","0,349802"
Appluimonia,4,"2016/04/01 08:00:00","0,340732"
Chlorodinine,9,"2016/04/01 08:00:00","0,331285"
Chlorodinine,5,"2016/04/01 08:00:00","0,306871"
Methylosmolene,1,"2016/04/01 08:00:00","0,292984"
AGOC-3A,2,"2016/04/01 08:00:00","0,28526399999999996"
Methylosmolene,9,"2016/04/01 08:00:00","0,263384"
Appluimonia,5,"2016/04/01 08:00:00","0,246648"
Chlorodinine,7,"2016/04/01 08:00:00","0,202865"
Methylosmolene,5,"2016/04/01 08:00:00","0,17753100000000002"
Methylosmolene,6,"2016/04/01 08:00:00","0,16999299999999998"
Methylosmolene,4,"2016/04/01 08:00:00","0,165458"
AGOC-3A,4,"2016/04/01 08:00:00","0,1416"
Methylosmolene,7,"2016/04/01 08:00:00","0,129355"
Chlorodinine,4,"2016/04/01 08:00:00","0,112167"
AGOC-3A,9,"2016/04/01 08:00:00","0,08101580000000001"
AGOC-3A,5,"2016/04/01 08:00:00","0,071417"
AGOC-3A,1,"2016/04/01 08:00:00","0,0343286"
Methylosmolene,8,"2016/04/01 08:00:00","0,024255"
AGOC-3A,8,"2016/04/01 08:00:00","0,0133735"
Methylosmolene,3,"2016/04/01 09:00:00","1,9011099999999999"
Appluimonia,3,"2016/04/01 09:00:00","1,7890899999999998"
Appluimonia,7,"2016/04/01 09:00:00","0,915939"
Chlorodinine,2,"2016/04/01 09:00:00","0,71666"
Methylosmolene,7,"2016/04/01 09:00:00","0,714198"
Chlorodinine,7,"2016/04/01 09:00:00","0,659626"
Chlorodinine,3,"2016/04/01 09:00:00","0,6550279999999999"
AGOC-3A,7,"2016/04/01 09:00:00","0,639886"
Methylosmolene,6,"2016/04/01 09:00:00","0,601663"
Appluimonia,2,"2016/04/01 09:00:00","0,586124"
AGOC-3A,3,"2016/04/01 09:00:00","0,544795"
Methylosmolene,4,"2016/04/01 09:00:00","0,522087"
Methylosmolene,2,"2016/04/01 09:00:00","0,47472400000000003"
Appluimonia,8,"2016/04/01 09:00:00","0,451534"
AGOC-3A,6,"2016/04/01 09:00:00","0,407047"
Appluimonia,9,"2016/04/01 09:00:00","0,37218"
AGOC-3A,8,"2016/04/01 09:00:00","0,307569"
Methylosmolene,8,"2016/04/01 09:00:00","0,304597"
Appluimonia,1,"2016/04/01 09:00:00","0,300466"
Chlorodinine,4,"2016/04/01 09:00:00","0,288103"
Appluimonia,6,"2016/04/01 09:00:00","0,274487"
AGOC-3A,1,"2016/04/01 09:00:00","0,270683"
AGOC-3A,9,"2016/04/01 09:00:00","0,230418"
Appluimonia,5,"2016/04/01 09:00:00","0,217195"
Chlorodinine,1,"2016/04/01 09:00:00","0,20409300000000002"
AGOC-3A,2,"2016/04/01 09:00:00","0,201245"
AGOC-3A,4,"2016/04/01 09:00:00","0,201125"
Chlorodinine,6,"2016/04/01 09:00:00","0,199124"
Methylosmolene,9,"2016/04/01 09:00:00","0,126885"
Chlorodinine,9,"2016/04/01 09:00:00","0,10603"
Methylosmolene,1,"2016/04/01 09:00:00","0,0988394"
Chlorodinine,8,"2016/04/01 09:00:00","0,09488339999999999"
Chlorodinine,5,"2016/04/01 09:00:00","0,0700218"
AGOC-3A,5,"2016/04/01 09:00:00","0,0455874"
Methylosmolene,5,"2016/04/01 09:00:00","0,0419438"
Appluimonia,4,"2016/04/01 09:00:00","0,041054"
Methylosmolene,6,"2016/04/01 10:00:00","0,786521"
AGOC-3A,3,"2016/04/01 10:00:00","0,772321"
Methylosmolene,8,"2016/04/01 10:00:00","0,756304"
Chlorodinine,8,"2016/04/01 10:00:00","0,726825"
Methylosmolene,3,"2016/04/01 10:00:00","0,670043"
Appluimonia,7,"2016/04/01 10:00:00","0,657709"
Chlorodinine,3,"2016/04/01 10:00:00","0,572236"
AGOC-3A,6,"2016/04/01 10:00:00","0,565408"
Chlorodinine,7,"2016/04/01 10:00:00","0,48352500000000004"
Methylosmolene,1,"2016/04/01 10:00:00","0,457522"
AGOC-3A,5,"2016/04/01 10:00:00","0,44956"
Chlorodinine,6,"2016/04/01 10:00:00","0,41788600000000004"
Appluimonia,4,"2016/04/01 10:00:00","0,384311"
Chlorodinine,1,"2016/04/01 10:00:00","0,374429"
Methylosmolene,9,"2016/04/01 10:00:00","0,33767199999999997"
Appluimonia,3,"2016/04/01 10:00:00","0,332215"
Appluimonia,5,"2016/04/01 10:00:00","0,32614699999999996"
Appluimonia,9,"2016/04/01 10:00:00","0,304952"
Appluimonia,2,"2016/04/01 10:00:00","0,289997"
Chlorodinine,2,"2016/04/01 10:00:00","0,274667"
AGOC-3A,9,"2016/04/01 10:00:00","0,271139"
Appluimonia,1,"2016/04/01 10:00:00","0,268343"
AGOC-3A,8,"2016/04/01 10:00:00","0,24400999999999998"
Methylosmolene,7,"2016/04/01 10:00:00","0,21818400000000002"
AGOC-3A,2,"2016/04/01 10:00:00","0,200995"
Chlorodinine,5,"2016/04/01 10:00:00","0,192601"
Appluimonia,8,"2016/04/01 10:00:00","0,183642"
Methylosmolene,5,"2016/04/01 10:00:00","0,16396600000000003"
AGOC-3A,4,"2016/04/01 10:00:00","0,162566"
Appluimonia,6,"2016/04/01 10:00:00","0,156522"
AGOC-3A,7,"2016/04/01 10:00:00","0,152753"
Methylosmolene,4,"2016/04/01 10:00:00","0,141456"
Chlorodinine,4,"2016/04/01 10:00:00","0,12809399999999999"
Chlorodinine,9,"2016/04/01 10:00:00","0,057486999999999996"
AGOC-3A,1,"2016/04/01 10:00:00","0,0251836"
Methylosmolene,2,"2016/04/01 10:00:00","0,0029816200000000004"
Methylosmolene,3,"2016/04/01 11:00:00","4,39846"
Appluimonia,3,"2016/04/01 11:00:00","1,02831"
AGOC-3A,3,"2016/04/01 11:00:00","0,9677849999999999"
Methylosmolene,8,"2016/04/01 11:00:00","0,87337"
Methylosmolene,7,"2016/04/01 11:00:00","0,8541380000000001"
Appluimonia,8,"2016/04/01 11:00:00","0,78212"
Methylosmolene,9,"2016/04/01 11:00:00","0,7733019999999999"
Chlorodinine,3,"2016/04/01 11:00:00","0,7033200000000001"
Chlorodinine,6,"2016/04/01 11:00:00","0,559303"
AGOC-3A,9,"2016/04/01 11:00:00","0,502717"
Appluimonia,7,"2016/04/01 11:00:00","0,45326700000000003"
AGOC-3A,6,"2016/04/01 11:00:00","0,430635"
Appluimonia,5,"2016/04/01 11:00:00","0,42455"
Appluimonia,6,"2016/04/01 11:00:00","0,404981"
Chlorodinine,1,"2016/04/01 11:00:00","0,392052"
Methylosmolene,6,"2016/04/01 11:00:00","0,29769"
Methylosmolene,4,"2016/04/01 11:00:00","0,259342"
Methylosmolene,2,"2016/04/01 11:00:00","0,24213700000000002"
Chlorodinine,9,"2016/04/01 11:00:00","0,241334"
Chlorodinine,4,"2016/04/01 11:00:00","0,234759"
Chlorodinine,2,"2016/04/01 11:00:00","0,229816"
Methylosmolene,1,"2016/04/01 11:00:00","0,228423"
Chlorodinine,7,"2016/04/01 11:00:00","0,227113"
AGOC-3A,5,"2016/04/01 11:00:00","0,18658"
AGOC-3A,4,"2016/04/01 11:00:00","0,171654"
Chlorodinine,8,"2016/04/01 11:00:00","0,16321"
Appluimonia,2,"2016/04/01 11:00:00","0,15096500000000002"
Methylosmolene,5,"2016/04/01 11:00:00","0,143529"
Appluimonia,1,"2016/04/01 11:00:00","0,132435"
Appluimonia,9,"2016/04/01 11:00:00","0,120384"
AGOC-3A,2,"2016/04/01 11:00:00","0,11802"
AGOC-3A,1,"2016/04/01 11:00:00","0,0669641"
AGOC-3A,8,"2016/04/01 11:00:00","0,0666572"
Appluimonia,4,"2016/04/01 11:00:00","0,036502"
Chlorodinine,5,"2016/04/01 11:00:00","0,025848"
AGOC-3A,7,"2016/04/01 11:00:00","0,014385799999999999"
Methylosmolene,3,"2016/04/01 12:00:00","2,97161"
Methylosmolene,7,"2016/04/01 12:00:00","1,9822000000000002"
Chlorodinine,3,"2016/04/01 12:00:00","0,833999"
AGOC-3A,2,"2016/04/01 12:00:00","0,81394"
Chlorodinine,7,"2016/04/01 12:00:00","0,6729430000000001"
Appluimonia,8,"2016/04/01 12:00:00","0,555826"
Chlorodinine,4,"2016/04/01 12:00:00","0,496377"
AGOC-3A,1,"2016/04/01 12:00:00","0,469625"
AGOC-3A,7,"2016/04/01 12:00:00","0,435586"
Appluimonia,7,"2016/04/01 12:00:00","0,417883"
Appluimonia,3,"2016/04/01 12:00:00","0,399123"
AGOC-3A,5,"2016/04/01 12:00:00","0,39696200000000004"
Appluimonia,6,"2016/04/01 12:00:00","0,38751500000000005"
Methylosmolene,1,"2016/04/01 12:00:00","0,35714799999999997"
Chlorodinine,5,"2016/04/01 12:00:00","0,346274"
Chlorodinine,8,"2016/04/01 12:00:00","0,27528199999999997"
Methylosmolene,4,"2016/04/01 12:00:00","0,26832700000000004"
Chlorodinine,6,"2016/04/01 12:00:00","0,264588"
Appluimonia,9,"2016/04/01 12:00:00","0,23618899999999998"
Chlorodinine,1,"2016/04/01 12:00:00","0,233285"
Appluimonia,4,"2016/04/01 12:00:00","0,229907"
Methylosmolene,6,"2016/04/01 12:00:00","0,21357399999999999"
Methylosmolene,5,"2016/04/01 12:00:00","0,208672"
Chlorodinine,2,"2016/04/01 12:00:00","0,203687"
Chlorodinine,9,"2016/04/01 12:00:00","0,192999"
AGOC-3A,8,"2016/04/01 12:00:00","0,189639"
